Feature_A,Feature_B,Feature_C,Feature_D,Feature_E,Feature_F,Feature_G,Feature_H,Feature_I,Feature_J,Feature_K,Feature_L,Feature_M,Feature_N,Label
3.6,B_6,3701.9,D_2,0.9,F_1,G_9,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
1.7,,23707.8,D_3,0.7,F_1,,H_4,I_1,J_2,0.0,0.0,3.5,N_1,Yes
3.5,B_2,11109.5,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
2.0,,9686.2,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,0.8,N_1,Yes
3.8,B_3,23839.7,D_1,1.3,F_3,G_14,H_5,I_1,J_2,0.0,0.0,2.4,N_1,Yes
2.9,B_3,15380.5,D_2,0.9,F_1,G_10,H_6,I_5,J_1,0.0,0.0,4.0,N_19,Yes
2.7,B_2,3024.4,D_2,0.9,F_1,G_9,H_4,I_1,J_1,0.0,0.0,8.0,N_1,Yes
2.8,B_3,26562.8,D_8,1.1,F_1,G_3,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.7,B_3,28458.2,D_4,1.4,F_2,G_2,H_3,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.3,B_2,27166.5,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.5,N_1,Yes
3.9,B_3,25015.7,D_1,1.3,F_1,G_4,H_1,I_1,J_2,0.0,0.0,6.3,N_1,Yes
5.1,B_3,15348.6,D_6,1.0,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.0,B_3,17187.6,D_11,1.5,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
5.0,B_2,15511.8,D_2,0.9,F_3,G_2,H_1,I_1,J_2,9999.9,0.0,3.5,N_1,No
3.9,B_5,20307.0,D_2,0.9,F_5,G_12,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.2,B_3,5760.0,D_2,0.9,F_3,G_4,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
2.9,B_2,24017.2,D_1,1.3,F_1,G_2,H_6,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.5,B_3,16323.7,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.2,N_1,No
5.7,B_3,31973.3,D_1,1.3,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_15,No
4.3,B_3,20861.3,D_11,1.5,F_4,G_4,H_1,I_1,J_1,9999.9,0.0,4.0,N_1,No
2.3,B_3,12006.8,D_8,1.1,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.0,B_3,19845.2,D_3,0.7,F_2,G_9,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.1,B_3,13263.3,D_3,0.7,F_3,G_14,H_5,I_1,J_2,0.0,0.0,2.5,N_27,Yes
4.4,B_3,34406.0,D_1,1.3,F_1,G_5,H_1,I_1,J_1,0.0,0.0,4.0,N_1,No
4.4,B_3,12187.4,D_6,1.0,F_3,G_6,H_5,I_1,J_1,0.0,0.0,5.5,N_1,No
1.8,,27686.4,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,160.2,2.0,N_1,Yes
3.7,B_3,21290.0,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.1,B_5,5203.7,D_6,1.0,F_3,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.1,B_1,18176.1,D_6,1.0,F_1,G_11,H_4,I_1,J_2,0.0,0.0,1.0,N_1,Yes
4.8,B_3,5040.2,D_6,1.0,F_3,G_10,H_5,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.3,B_3,35066.1,D_11,1.5,F_5,G_11,H_1,I_1,J_1,0.0,0.0,5.0,N_16,No
5.6,B_3,13160.8,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.9,B_3,33422.1,D_6,1.0,F_1,G_5,H_1,I_1,J_2,0.0,0.0,1.8,N_1,Yes
5.1,B_4,4548.7,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,8.0,N_1,Yes
3.7,B_3,11738.1,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.5,N_1,Yes
3.2,B_3,20539.0,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.9,N_1,Yes
5.3,B_3,16638.6,D_1,1.3,F_2,G_10,H_3,I_3,J_2,0.0,0.0,4.0,N_28,Yes
3.5,B_3,18711.2,D_1,1.3,F_1,G_5,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
4.6,B_2,5745.2,D_8,1.1,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
5.9,B_3,9029.0,D_6,1.0,F_2,G_4,H_2,I_1,J_1,0.0,0.0,3.4,N_1,Yes
3.7,B_3,29594.9,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,162.8,4.0,N_1,Yes
2.5,B_3,27631.0,D_5,0.5,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_5,Yes
2.2,B_1,17881.8,D_6,1.0,F_1,G_4,H_4,I_1,J_2,0.0,0.0,2.0,N_1,Yes
2.4,B_3,35435.1,D_2,0.9,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
7.3,B_2,19007.8,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,3.5,N_1,Yes
2.0,B_3,30119.9,D_6,1.0,F_1,G_5,H_4,I_1,J_2,0.0,0.0,2.4,N_1,Yes
4.4,B_3,16795.5,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_15,Yes
3.7,B_3,20307.0,D_6,1.0,F_5,G_1,H_4,I_1,J_1,0.0,0.0,6.2,N_1,Yes
3.0,B_3,17478.9,D_7,1.2,F_2,G_2,H_2,I_1,J_1,0.0,184.8,5.0,N_1,No
3.3,B_3,14406.4,D_10,1.6,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.5,N_1,No
5.0,B_3,15965.0,D_6,1.0,F_2,G_11,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
3.8,B_3,11209.3,D_3,0.7,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.3,B_3,9930.9,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
7.4,B_3,12987.9,D_2,0.9,F_7,G_1,H_1,I_1,J_2,1583.1,0.0,4.0,N_1,No
6.7,B_3,39783.1,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,153.9,4.0,N_1,Yes
2.2,B_3,25525.2,D_2,0.9,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.3,B_3,15841.6,D_2,0.9,F_1,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.8,B_3,27892.4,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,188.7,5.0,N_1,No
2.7,B_3,10916.5,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
5.2,B_3,4892.5,D_6,1.0,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.6,B_3,2841.9,D_8,1.1,F_1,G_8,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
4.7,B_2,11919.9,D_6,1.0,F_2,G_1,H_3,I_1,J_2,0.0,0.0,3.5,N_1,No
3.8,B_3,19574.4,D_1,1.3,F_1,G_5,H_1,I_1,J_1,0.0,0.0,4.8,N_1,Yes
4.9,B_3,16821.6,D_9,0.4,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.8,N_1,Yes
2.2,B_3,6429.2,D_2,0.9,F_1,G_11,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
6.3,B_2,12984.5,D_9,0.4,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.1,B_3,16514.8,D_2,0.9,F_5,G_2,H_5,I_1,J_2,0.0,0.0,1.2,N_1,Yes
3.3,B_4,34849.1,D_6,1.0,F_2,G_2,H_3,I_2,J_2,0.0,0.0,4.0,N_1,No
4.1,B_3,14737.2,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.8,N_1,Yes
4.6,B_3,17269.5,D_3,0.7,F_7,G_5,H_1,I_1,J_2,0.0,0.0,2.7,N_25,Yes
7.2,B_3,5368.4,D_6,1.0,F_2,G_12,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
4.7,B_3,25436.7,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
4.1,B_2,12986.5,D_2,0.9,F_2,G_5,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
3.3,B_3,27622.1,D_10,1.6,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.6,B_3,15307.8,D_2,0.9,F_1,G_1,H_4,I_3,J_1,0.0,0.0,8.0,,No
4.0,B_3,23832.9,D_1,1.3,F_1,G_6,H_1,I_1,J_2,0.0,0.0,4.5,N_1,Yes
4.3,B_3,16210.8,D_1,1.3,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.5,B_3,17821.5,D_5,0.5,F_2,G_10,H_3,I_1,J_2,0.0,0.0,4.0,N_1,No
4.3,B_5,11702.2,D_2,0.9,F_4,G_9,H_5,I_2,J_1,0.0,0.0,4.0,N_1,Yes
2.1,B_3,21261.9,D_8,1.1,F_1,G_10,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.0,B_3,15559.4,D_7,1.2,F_2,G_10,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
3.5,B_3,28502.0,D_2,0.9,F_1,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.1,B_3,6359.6,D_6,1.0,F_2,G_4,H_3,I_1,J_2,0.0,0.0,3.2,N_1,No
6.3,B_3,26496.8,D_1,1.3,F_1,G_1,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.6,B_3,16735.0,D_2,0.9,F_1,G_5,H_6,I_1,J_1,0.0,0.0,3.0,N_1,Yes
6.1,B_2,24408.7,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.2,N_1,No
4.3,B_3,39796.3,D_2,0.9,F_3,G_3,H_1,I_1,J_1,59.4,0.0,1.6,N_1,Yes
2.8,B_5,35608.9,D_1,1.3,F_1,G_4,H_6,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.8,B_4,9171.6,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
5.0,B_4,3648.9,D_6,1.0,F_3,G_2,H_5,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.6,B_3,16827.6,D_13,0.6,F_3,G_5,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.0,B_3,15929.7,D_6,1.0,F_1,G_1,H_4,I_3,J_2,0.0,0.0,1.5,N_1,Yes
5.5,B_3,8423.1,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
1.8,B_3,15676.4,D_3,0.7,F_1,G_5,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.5,B_1,15048.8,D_1,1.3,F_1,G_4,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.1,B_3,20405.2,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.3,B_3,23507.1,D_6,1.0,F_1,G_2,H_4,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.6,B_6,2740.8,D_8,1.1,F_2,G_6,H_2,I_1,J_1,0.0,0.0,6.0,N_1,Yes
2.5,B_3,28998.0,D_2,0.9,F_1,G_3,H_1,I_1,J_1,0.0,0.0,3.5,N_1,Yes
2.6,B_3,3439.3,D_6,1.0,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.0,B_3,23773.5,D_12,0.3,F_2,G_8,H_2,I_1,J_1,0.0,0.0,3.7,N_5,Yes
4.5,B_3,3330.0,D_8,1.1,F_2,G_6,H_2,I_1,J_1,0.0,197.7,5.0,N_1,No
4.5,B_3,26119.2,D_2,0.9,F_2,G_5,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
4.2,B_3,19362.6,D_2,0.9,F_2,G_1,H_3,I_1,J_2,0.0,0.0,5.3,N_1,Yes
6.0,B_5,11365.8,D_6,1.0,F_2,G_1,H_3,I_1,J_2,0.0,0.0,3.5,N_1,Yes
4.0,B_4,5679.5,D_4,1.4,F_1,G_2,H_1,I_1,J_2,1408.4,0.0,5.5,N_1,No
2.0,B_3,17942.3,D_6,1.0,F_1,G_8,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.4,B_3,24414.7,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,,No
4.4,B_3,14516.0,D_10,1.6,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
5.4,B_3,4835.8,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.2,,19904.6,D_8,1.1,F_1,,H_5,I_1,J_2,0.0,0.0,0.2,N_1,Yes
1.8,B_3,27405.7,D_3,0.7,F_1,G_5,H_4,I_2,J_1,0.0,0.0,0.8,N_1,Yes
5.8,B_3,23659.6,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.5,N_1,No
3.4,B_3,18347.3,D_2,0.9,F_3,G_8,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.9,B_5,12045.1,D_13,0.6,F_5,G_5,H_5,I_2,J_2,0.0,0.0,4.0,N_1,Yes
4.7,B_3,15158.4,D_11,1.5,F_2,G_2,H_2,I_1,J_1,768.8,0.0,6.0,N_1,No
2.9,B_3,30103.1,D_2,0.9,F_2,G_8,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
3.5,B_3,22849.3,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,0.0,4.8,N_1,Yes
2.1,B_3,37099.0,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.3,B_3,17266.4,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,7.0,N_1,No
2.7,B_3,25810.2,D_12,0.3,F_1,G_8,H_1,I_1,J_1,0.0,0.0,4.0,N_5,Yes
2.7,B_3,11583.1,D_6,1.0,F_2,G_5,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.7,B_1,34896.0,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,3.6,N_1,No
9.0,B_3,5238.6,D_6,1.0,F_1,G_5,H_1,I_3,J_1,0.0,0.0,3.5,N_1,Yes
4.3,B_2,22516.5,D_3,0.7,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.5,N_1,Yes
2.2,B_3,45092.0,D_7,1.2,F_1,G_1,H_1,I_2,J_2,0.0,0.0,4.0,N_1,Yes
3.1,B_5,18926.5,D_2,0.9,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
6.2,B_2,3963.0,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.4,B_3,7522.7,D_11,1.5,F_1,G_4,H_1,I_1,J_1,1408.4,0.0,4.0,N_1,No
5.0,B_3,16675.8,D_6,1.0,F_3,G_5,H_1,I_1,J_2,0.0,0.0,1.5,N_1,Yes
3.0,B_3,17364.7,D_6,1.0,F_3,G_8,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.2,B_3,5326.0,D_2,0.9,F_3,G_5,H_5,I_5,J_2,0.0,0.0,2.8,N_1,Yes
2.2,B_3,20778.2,D_7,1.2,F_1,G_3,H_4,I_1,J_1,0.0,0.0,2.0,N_1,Yes
6.1,B_3,12883.1,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.0,B_3,22597.8,D_6,1.0,F_5,G_2,H_1,I_2,J_1,0.0,0.0,4.0,N_1,Yes
2.3,B_3,3825.1,D_2,0.9,F_1,G_5,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.4,B_3,13305.0,D_6,1.0,F_1,G_6,H_1,I_2,J_1,0.0,0.0,4.1,N_1,Yes
4.6,B_3,45918.9,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,190.2,5.0,N_1,No
3.1,B_3,26570.6,D_1,1.3,F_1,G_6,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.0,B_3,5039.7,D_6,1.0,F_2,G_6,H_2,I_2,J_1,0.0,0.0,3.5,N_1,Yes
5.5,B_1,14632.6,D_4,1.4,F_2,G_4,H_2,I_1,J_1,768.8,0.0,4.5,N_1,No
2.5,B_3,16268.7,D_16,0.8,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.5,B_6,3409.1,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,3.8,N_1,No
4.1,B_5,35205.6,D_7,1.2,F_1,G_2,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.7,B_3,38971.3,D_6,1.0,F_1,G_6,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.7,,25387.3,D_6,1.0,F_3,,H_1,I_1,J_2,0.0,0.0,2.5,N_1,Yes
2.2,,11317.5,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,2.0,N_1,Yes
2.5,B_3,43008.4,D_6,1.0,F_1,G_8,H_1,I_2,J_1,0.0,0.0,4.0,N_1,Yes
3.5,B_3,18411.7,D_1,1.3,F_1,G_1,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.5,B_3,14228.2,D_6,1.0,F_5,G_5,H_5,I_1,J_2,0.0,0.0,2.5,N_1,Yes
4.3,B_3,20172.3,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,190.2,4.0,N_1,No
2.7,B_3,26137.5,D_1,1.3,F_1,G_1,H_4,I_2,J_2,0.0,0.0,4.0,N_1,Yes
1.8,,23609.0,D_2,0.9,F_1,,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.8,B_3,20542.4,D_1,1.3,F_3,G_6,H_5,I_1,J_1,0.0,0.0,4.0,N_1,No
4.0,B_3,2984.1,D_1,1.3,F_2,G_1,H_3,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.8,B_6,25725.0,D_2,0.9,F_1,G_9,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
4.4,B_3,19345.9,D_8,1.1,F_2,G_7,H_2,I_1,J_1,341.1,0.0,4.0,N_1,Yes
4.7,B_6,16819.1,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.3,B_2,51962.7,D_2,0.9,F_1,G_9,H_1,I_1,J_1,0.0,0.0,2.5,N_5,Yes
2.0,B_3,20324.0,D_5,0.5,F_1,G_6,H_4,I_1,J_2,0.0,0.0,3.2,N_1,Yes
5.5,B_3,10205.8,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
4.5,B_3,11731.0,D_1,1.3,F_3,G_6,H_1,I_1,J_2,0.0,0.0,4.6,N_1,Yes
4.1,B_3,19589.7,D_6,1.0,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
3.1,B_4,20730.1,D_2,0.9,F_2,G_1,H_3,I_1,J_2,0.0,0.0,4.0,N_1,No
4.6,B_3,10277.1,D_4,1.4,F_2,G_11,H_2,I_1,J_1,0.0,197.7,4.0,N_1,No
4.0,B_3,19436.0,D_5,0.5,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.4,B_3,1984.7,D_2,0.9,F_3,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.3,B_3,10667.0,D_1,1.3,F_2,G_4,H_3,I_1,J_2,0.0,0.0,4.0,N_1,No
6.2,B_5,24907.8,D_1,1.3,F_3,G_4,H_1,I_2,J_2,0.0,0.0,4.0,N_1,Yes
5.7,B_3,17594.2,D_6,1.0,F_3,G_2,H_1,I_1,J_2,0.0,0.0,5.0,N_1,No
4.9,B_3,15756.9,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.7,B_3,33995.6,D_2,0.9,F_2,G_8,H_2,I_2,J_1,0.0,0.0,6.0,N_1,Yes
6.7,B_3,17158.4,D_1,1.3,F_2,G_12,H_2,I_1,J_1,651.4,0.0,0.7,N_1,No
2.3,B_3,24477.1,D_6,1.0,F_1,G_10,H_4,I_2,J_2,0.0,0.0,2.0,N_3,Yes
4.8,B_1,12208.6,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_3,13607.7,D_13,0.6,F_1,G_3,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.3,,20249.8,D_9,0.4,F_5,,H_1,I_1,J_1,0.0,0.0,4.0,N_27,Yes
2.5,B_3,12023.8,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
1.7,B_2,3621.8,D_3,0.7,F_1,G_9,H_4,I_1,J_1,0.0,0.0,2.0,N_1,Yes
4.9,B_2,4347.9,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.2,B_3,14141.0,D_2,0.9,F_2,G_10,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
3.1,B_3,10073.4,D_10,1.6,F_1,G_4,H_1,I_1,J_2,0.0,0.0,2.8,N_1,Yes
3.0,B_3,14086.9,D_2,0.9,F_1,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.4,B_3,11810.8,D_2,0.9,F_2,G_7,H_2,I_2,J_1,0.0,0.0,4.0,N_1,Yes
6.6,B_2,17478.8,D_6,1.0,F_1,G_6,H_1,I_1,J_2,0.0,0.0,2.0,N_1,Yes
3.1,B_3,42074.9,D_7,1.2,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.1,B_3,9310.6,D_8,1.1,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
4.9,B_6,34923.0,D_8,1.1,F_2,G_2,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
5.4,B_3,3879.5,D_5,0.5,F_5,G_7,H_5,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.4,B_3,19825.9,D_2,0.9,F_1,G_6,H_4,I_1,J_2,0.0,0.0,3.0,N_1,Yes
4.0,B_3,13698.6,D_6,1.0,F_2,G_10,H_2,I_1,J_1,0.0,0.0,5.0,N_1,No
1.9,B_3,19866.8,D_9,0.4,F_1,G_5,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
9.0,,3982.4,D_2,0.9,F_7,,H_1,I_1,J_1,40.1,0.0,0.4,N_1,Yes
3.4,B_3,13155.2,D_2,0.9,F_1,G_5,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.7,B_3,10999.7,D_2,0.9,F_3,G_5,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.7,B_3,34372.1,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
2.7,B_3,21937.1,D_2,0.9,F_4,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_3,Yes
4.4,B_3,19125.6,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,6.5,N_1,No
4.7,B_5,26509.7,D_2,0.9,F_2,G_5,H_2,I_1,J_1,438.6,0.0,4.0,N_1,No
3.8,B_3,29612.5,D_2,0.9,F_5,G_14,H_5,I_2,J_2,0.0,0.0,3.0,N_1,Yes
2.5,B_3,19382.0,D_1,1.3,F_1,G_6,H_1,I_1,J_2,0.0,187.6,4.0,N_1,Yes
4.4,B_3,11106.7,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.4,B_2,2925.4,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.5,N_1,No
3.3,B_5,3408.0,D_6,1.0,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
6.0,B_2,13773.3,D_1,1.3,F_2,G_9,H_2,I_1,J_1,0.0,0.0,5.0,N_1,Yes
5.6,B_3,24711.9,D_9,0.4,F_7,G_10,H_5,I_5,J_2,0.0,0.0,4.0,N_24,Yes
4.2,B_3,4622.1,D_10,1.6,F_4,G_5,H_1,I_1,J_1,2782.8,0.0,6.0,,No
2.2,B_3,21821.5,D_6,1.0,F_1,G_2,H_4,I_1,J_2,0.0,0.0,4.0,N_1,Yes
3.6,B_3,4962.6,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
4.5,B_3,9917.9,D_3,0.7,F_7,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1,Yes
2.8,B_3,7887.0,D_1,1.3,F_1,G_6,H_1,I_1,J_1,861.4,0.0,4.0,N_1,No
6.6,B_3,9883.7,D_2,0.9,F_7,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
5.9,B_3,16063.1,D_1,1.3,F_2,G_7,H_2,I_1,J_1,0.0,0.0,6.0,N_1,No
2.8,B_3,18317.5,D_6,1.0,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
6.0,B_3,8238.8,D_6,1.0,F_2,G_12,H_2,I_1,J_1,0.0,0.0,3.8,N_1,Yes
2.0,B_3,14670.6,D_6,1.0,F_2,G_6,H_6,I_1,J_2,0.0,0.0,3.0,N_1,Yes
5.6,B_4,15523.8,D_2,0.9,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
3.1,B_3,18678.7,D_2,0.9,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.2,N_1,Yes
4.2,B_3,19388.2,D_6,1.0,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
5.0,B_3,8892.6,D_2,0.9,F_2,G_1,H_3,I_1,J_2,517.8,0.0,4.0,N_1,No
5.3,B_2,15281.0,D_13,0.6,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
1.9,B_3,22577.5,D_6,1.0,F_1,G_1,H_1,I_1,J_1,0.0,0.0,4.0,N_1,Yes
3.0,B_3,7263.0,D_1,1.3,F_1,G_4,H_1,I_1,J_1,0.0,0.0,5.0,N_1,Yes
4.6,B_3,24704.3,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.0,N_1,No
4.1,B_3,20298.0,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,0.4,N_31,Yes
1.8,B_3,3922.2,D_3,0.7,F_1,G_5,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.8,B_3,4273.4,D_2,0.9,F_1,G_3,H_4,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.7,B_3,18351.1,D_2,0.9,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_1,Yes
2.3,B_3,5447.2,D_6,1.0,F_4,G_5,H_1,I_1,J_2,0.0,0.0,5.0,N_1,Yes
5.0,B_3,11317.6,D_2,0.9,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1,Yes
