entry_id,Feature_A,Feature_B,Feature_C,Feature_D,Feature_E,Feature_F,Feature_G,Feature_H,Feature_I,Feature_J,Feature_K,Feature_L,Feature_M,Feature_N
entry_3396,2.2,B_6,26958.3,D_9,0.4,F_2,G_7,H_2,I_1,J_1,258.0,0.0,4.0,N_1
entry_3397,1.9,B_4,2743.3,D_16,0.8,F_1,G_5,H_4,I_1,J_2,0.0,0.0,3.0,N_1
entry_3398,2.2,B_3,18895.0,D_6,1.0,F_1,G_11,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_3399,5.3,B_5,54934.1,D_1,1.3,F_2,G_4,H_2,I_2,J_1,0.0,0.0,3.5,N_1
entry_3400,3.9,B_5,16786.4,D_3,0.7,F_2,G_8,H_2,I_1,J_1,0.0,0.0,3.0,N_1
entry_3401,5.3,B_1,15348.6,D_6,1.0,F_2,G_9,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3402,3.6,B_2,36702.0,D_9,0.4,F_2,G_7,H_2,I_1,J_1,0.0,0.0,3.5,N_1
entry_3403,4.5,B_3,21765.4,D_6,1.0,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_11
entry_3404,5.2,B_3,16568.1,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3405,2.5,B_3,25564.7,D_2,0.9,F_2,G_5,H_3,I_1,J_2,0.0,0.0,2.5,N_5
entry_3406,2.0,B_3,17080.0,D_6,1.0,F_1,G_1,H_4,I_1,J_2,0.0,0.0,1.5,N_1
entry_3407,3.5,B_2,14085.4,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3408,3.5,B_1,17247.5,D_1,1.3,F_1,G_2,H_1,I_3,J_2,297.7,0.0,4.5,N_1
entry_3409,2.7,B_3,17776.1,D_6,1.0,F_2,G_9,H_2,I_5,J_1,0.0,0.0,5.0,N_1
entry_3410,3.7,B_5,12805.4,D_6,1.0,F_3,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_3411,3.3,,20943.2,D_2,0.9,F_5,,H_5,I_1,J_2,0.0,0.0,2.0,N_1
entry_3412,2.6,B_3,19394.5,D_7,1.2,F_1,G_11,H_1,I_1,J_1,0.0,0.0,4.5,N_1
entry_3413,3.7,B_3,4478.0,D_7,1.2,F_3,G_2,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_3414,3.1,B_3,15030.9,D_1,1.3,F_5,G_2,H_1,I_1,J_2,0.0,0.0,7.0,N_1
entry_3415,4.3,B_3,33494.6,D_2,0.9,F_2,G_3,H_2,I_2,J_1,0.0,0.0,4.0,N_1
entry_3416,1.7,B_3,9916.1,D_13,0.6,F_1,G_5,H_4,I_1,J_1,0.0,0.0,0.8,N_1
entry_3417,3.8,B_3,41179.7,D_8,1.1,F_3,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_3418,3.3,B_3,16419.0,D_8,1.1,F_2,G_7,H_2,I_1,J_1,729.8,0.0,4.0,N_1
entry_3419,4.9,B_3,20047.1,D_3,0.7,F_1,G_5,H_1,I_1,J_1,0.0,0.0,6.0,N_1
entry_3420,3.2,B_1,7115.1,D_1,1.3,F_2,G_11,H_2,I_1,J_1,0.0,0.0,2.0,N_1
entry_3421,2.7,B_3,9302.1,D_2,0.9,F_1,G_1,H_5,I_5,J_2,0.0,0.0,4.0,N_1
entry_3422,2.0,B_3,26274.9,D_6,1.0,F_1,G_10,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_3423,4.3,B_3,26901.5,D_2,0.9,F_2,G_10,H_2,I_2,J_1,0.0,0.0,4.0,N_11
entry_3424,3.5,B_3,19928.8,D_3,0.7,F_5,G_8,H_1,I_1,J_1,0.0,0.0,9.0,N_1
entry_3425,4.7,B_4,5349.8,D_2,0.9,F_3,G_5,H_5,I_2,J_2,0.0,0.0,4.0,N_1
entry_3426,3.2,B_5,16838.7,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3427,4.2,B_3,26242.5,D_6,1.0,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3428,3.8,B_3,15672.8,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3429,3.6,B_2,2873.8,D_7,1.2,F_3,G_6,H_5,I_1,J_2,0.0,0.0,3.5,N_1
entry_3430,2.2,B_3,5113.6,D_6,1.0,F_1,G_11,H_1,I_1,J_2,0.0,0.0,6.0,N_1
entry_3431,2.0,B_3,33763.9,D_6,1.0,F_1,G_6,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_3432,5.9,B_3,25271.4,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,3.0,N_14
entry_3433,3.7,B_3,14763.8,D_1,1.3,F_5,G_5,H_5,I_3,J_2,0.0,0.0,3.6,N_13
entry_3434,2.3,B_3,16387.0,D_6,1.0,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_3435,3.8,B_1,26754.0,D_6,1.0,F_5,G_1,H_5,I_2,J_2,0.0,0.0,3.8,N_1
entry_3436,2.8,B_1,15883.4,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3437,3.3,B_3,20546.9,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3438,3.4,B_3,24879.5,D_2,0.9,F_1,G_10,H_1,I_1,J_2,0.0,0.0,4.5,N_1
entry_3439,1.9,B_3,5706.7,D_2,0.9,F_1,G_10,H_6,I_1,J_1,0.0,0.0,4.5,N_1
entry_3440,2.9,B_3,13062.0,D_6,1.0,F_4,G_6,H_4,I_3,J_2,0.0,0.0,2.6,N_4
entry_3441,6.9,B_1,20307.2,D_10,1.6,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3442,4.1,B_3,17337.0,D_1,1.3,F_5,G_6,H_5,I_1,J_2,0.0,0.0,3.0,N_1
entry_3443,2.2,B_3,8370.4,D_6,1.0,F_1,G_1,H_4,I_1,J_1,0.0,0.0,3.0,N_1
entry_3444,6.3,B_5,10984.9,D_1,1.3,F_1,G_4,H_1,I_2,J_2,0.0,0.0,2.1,N_1
entry_3445,4.1,B_5,18322.4,D_4,1.4,F_2,G_4,H_3,I_3,J_2,0.0,0.0,4.0,N_21
entry_3446,4.7,B_5,17224.6,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_3447,2.6,B_3,23624.2,D_11,1.5,F_1,G_4,H_1,I_1,J_2,0.0,0.0,3.0,N_1
entry_3448,2.2,B_3,16286.9,D_6,1.0,F_1,G_6,H_6,I_1,J_1,0.0,0.0,6.5,N_1
entry_3449,2.4,B_3,12223.4,D_6,1.0,F_1,G_1,H_1,I_2,J_2,0.0,0.0,2.0,
entry_3450,5.0,B_3,9296.8,D_1,1.3,F_1,G_6,H_5,I_1,J_2,0.0,0.0,3.2,N_1
entry_3451,3.9,B_3,19072.8,D_2,0.9,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_3452,2.7,,22442.1,D_6,1.0,F_3,,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_3453,4.2,B_2,13358.4,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_25
entry_3454,4.0,B_3,9605.5,D_2,0.9,F_5,G_1,H_5,I_1,J_2,0.0,0.0,4.5,N_1
entry_3455,2.2,,21196.8,D_6,1.0,F_1,,H_4,I_1,J_2,0.0,0.0,4.0,N_12
entry_3456,5.1,B_3,19650.1,D_1,1.3,F_3,G_2,H_1,I_1,J_1,1408.4,0.0,5.0,N_1
entry_3457,5.4,B_3,9671.0,D_2,0.9,F_2,G_14,H_6,I_2,J_2,0.0,0.0,2.0,N_1
entry_3458,2.4,B_2,17204.7,D_7,1.2,F_1,G_7,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_3459,3.3,B_5,29878.5,D_13,0.6,F_3,G_8,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_3460,4.0,B_2,11772.1,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_3461,3.6,B_3,38351.8,D_6,1.0,F_2,G_1,H_3,I_2,J_2,9999.9,0.0,4.0,N_1
entry_3462,4.0,B_3,7130.5,D_2,0.9,F_2,G_5,H_2,I_2,J_1,0.0,0.0,4.0,N_1
entry_3463,4.1,B_3,16218.9,D_2,0.9,F_1,G_10,H_4,I_1,J_2,183.1,0.0,4.0,N_31
entry_3464,3.0,B_3,5529.1,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3465,5.0,B_3,14207.3,D_2,0.9,F_4,G_2,H_1,I_1,J_2,0.0,0.0,5.5,N_1
entry_3466,5.1,B_3,41011.4,D_4,1.4,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3467,4.7,B_3,14899.5,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,6.5,N_1
entry_3468,2.9,,4492.1,D_2,0.9,F_2,,H_3,I_1,J_2,0.0,0.0,4.0,N_1
entry_3469,5.4,B_3,10896.0,D_3,0.7,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3470,4.0,B_1,11957.8,D_1,1.3,F_1,G_4,H_5,I_1,J_2,0.0,0.0,2.0,N_1
entry_3471,4.4,B_3,30352.1,D_6,1.0,F_3,G_7,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_3472,5.3,B_2,24013.8,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_3473,3.4,B_3,15788.6,D_7,1.2,F_5,G_5,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_3474,3.7,B_3,3270.9,D_1,1.3,F_2,G_11,H_3,I_1,J_2,0.0,0.0,4.0,N_1
entry_3475,5.5,B_3,14521.4,D_2,0.9,F_3,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_3476,4.2,B_3,21782.6,D_2,0.9,F_1,G_7,H_4,I_2,J_1,0.0,0.0,4.0,
entry_3477,6.8,,17018.2,D_6,1.0,F_1,,H_5,I_2,J_2,0.0,0.0,4.0,N_1
entry_3478,6.8,,3831.7,D_14,0.2,F_3,,H_1,I_1,J_2,0.0,0.0,2.0,N_1
entry_3479,5.1,B_3,13333.6,D_2,0.9,F_2,G_11,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3480,5.4,B_3,8827.8,D_10,1.6,F_2,G_4,H_2,I_1,J_1,0.0,197.7,5.0,N_1
entry_3481,3.9,B_3,18552.0,D_6,1.0,F_3,G_2,H_1,I_1,J_2,861.4,0.0,4.0,N_1
entry_3482,2.0,B_3,5994.8,D_5,0.5,F_1,G_1,H_5,I_2,J_2,11.4,0.0,2.0,N_1
entry_3483,2.1,B_3,9093.5,D_8,1.1,F_1,G_8,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_3484,4.7,B_5,24255.2,D_6,1.0,F_1,G_12,H_1,I_2,J_1,0.0,0.0,4.0,N_1
entry_3485,2.8,B_3,19960.0,D_2,0.9,F_2,G_10,H_2,I_2,J_1,0.0,0.0,4.0,N_1
entry_3486,4.3,B_3,33189.4,D_6,1.0,F_2,G_8,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_3487,6.0,B_3,17805.0,D_2,0.9,F_3,G_5,H_5,I_2,J_2,0.0,0.0,3.8,N_1
entry_3488,3.3,B_6,4044.4,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3489,2.9,B_3,23291.4,D_8,1.1,F_1,G_1,H_4,I_2,J_2,0.0,0.0,4.0,N_1
entry_3490,4.0,B_3,16999.5,D_2,0.9,F_3,G_7,H_5,I_1,J_1,0.0,0.0,4.0,N_1
entry_3491,5.9,B_2,18107.0,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.0,N_9
entry_3492,6.3,B_3,6887.2,D_2,0.9,F_2,G_8,H_3,I_3,J_2,0.0,0.0,2.0,N_1
entry_3493,5.8,B_3,34991.0,D_2,0.9,F_2,G_2,H_2,I_1,J_1,768.8,0.0,4.0,N_1
entry_3494,2.3,B_3,20754.6,D_3,0.7,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3495,2.1,B_3,11869.3,D_6,1.0,F_1,G_10,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_3496,2.4,B_3,19460.4,D_1,1.3,F_1,G_6,H_4,I_1,J_2,0.0,0.0,1.5,N_1
entry_3497,4.2,B_3,19463.6,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_3498,4.6,B_3,9788.3,D_1,1.3,F_1,G_6,H_1,I_1,J_2,0.0,0.0,3.5,N_1
entry_3499,2.0,B_3,9193.9,D_2,0.9,F_1,G_1,H_1,I_2,J_2,0.0,172.1,3.0,N_1
entry_3500,3.6,B_3,7507.3,D_6,1.0,F_1,G_7,H_1,I_2,J_1,0.0,0.0,5.5,N_1
entry_3501,2.1,B_3,17771.1,D_2,0.9,F_1,G_8,H_4,I_2,J_1,0.0,0.0,4.0,N_1
entry_3502,2.7,B_6,15354.6,D_8,1.1,F_2,G_5,H_3,I_1,J_2,0.0,0.0,3.6,N_1
entry_3503,4.4,B_6,19512.4,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,6.0,
entry_3504,2.0,B_3,21656.3,D_6,1.0,F_1,G_5,H_4,I_1,J_2,0.0,0.0,2.0,N_1
entry_3505,2.9,B_3,20486.2,D_7,1.2,F_3,G_4,H_1,I_1,J_2,0.0,0.0,3.6,N_1
entry_3506,1.8,,2323.3,D_13,0.6,F_1,,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_3507,3.5,B_3,20533.8,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3508,2.2,B_3,15188.8,D_2,0.9,F_1,G_5,H_4,I_1,J_1,0.0,0.0,4.0,N_1
entry_3509,4.6,B_2,23685.2,D_1,1.3,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_3510,2.8,B_3,16706.2,D_6,1.0,F_3,G_1,H_5,I_1,J_1,0.0,0.0,4.0,N_1
entry_3511,4.6,B_3,18976.3,D_2,0.9,F_3,G_6,H_1,I_1,J_2,0.0,0.0,3.0,N_1
entry_3512,3.7,B_3,16785.1,D_2,0.9,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3513,3.7,B_4,20788.7,D_1,1.3,F_3,G_2,H_6,I_1,J_2,0.0,0.0,5.0,N_1
entry_3514,2.4,B_3,11693.4,D_6,1.0,F_5,G_6,H_5,I_1,J_2,0.0,0.0,4.5,N_1
entry_3515,4.5,B_3,46244.0,D_3,0.7,F_7,G_5,H_1,I_2,J_2,0.0,0.0,2.0,N_1
entry_3516,8.4,B_3,24106.5,D_4,1.4,F_1,G_4,H_1,I_1,J_1,0.0,0.0,6.6,N_1
entry_3517,2.3,B_3,18946.1,D_2,0.9,F_1,G_6,H_6,I_1,J_1,0.0,0.0,5.5,N_1
entry_3518,5.6,B_3,9126.2,D_2,0.9,F_2,G_8,H_2,I_3,J_1,0.0,0.0,4.5,N_1
entry_3519,2.1,B_1,3923.6,D_6,1.0,F_1,G_11,H_1,I_1,J_2,0.0,0.0,5.0,N_1
entry_3520,3.5,B_2,27855.7,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,3.0,N_1
entry_3521,3.4,B_3,21746.0,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.5,N_1
entry_3522,4.2,B_3,8599.5,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3523,3.7,B_3,11071.3,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3524,4.4,B_2,23488.5,D_2,0.9,F_2,G_6,H_3,I_1,J_2,0.0,0.0,4.0,N_1
entry_3525,2.5,B_3,33932.4,D_1,1.3,F_1,G_11,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_3526,2.2,B_3,21439.9,D_6,1.0,F_1,G_6,H_4,I_1,J_2,0.0,0.0,3.0,N_1
entry_3527,2.7,B_3,6273.7,D_8,1.1,F_2,G_11,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3528,2.1,B_3,12631.4,D_6,1.0,F_1,G_5,H_4,I_1,J_1,0.0,0.0,1.0,N_1
entry_3529,2.5,B_3,13876.5,D_6,1.0,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3530,4.3,B_3,24584.2,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.4,N_5
entry_3531,4.9,B_3,12873.6,D_1,1.3,F_1,G_4,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_3532,2.9,B_4,30101.0,D_6,1.0,F_1,G_13,H_1,I_2,J_1,0.0,0.0,6.0,N_1
entry_3533,3.3,B_3,19866.0,D_2,0.9,F_2,G_10,H_2,I_1,J_1,9999.9,0.0,5.6,N_1
entry_3534,4.2,B_3,21186.0,D_2,0.9,F_5,G_1,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_3535,3.9,B_1,23940.9,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3536,6.0,B_3,7612.7,D_7,1.2,F_2,G_1,H_2,I_1,J_1,0.0,0.0,3.5,N_1
entry_3537,5.7,B_5,26825.2,D_2,0.9,F_3,G_1,H_5,I_1,J_2,0.0,0.0,6.2,N_1
entry_3538,5.3,B_3,11781.4,D_6,1.0,F_3,G_1,H_5,I_1,J_2,0.0,0.0,3.8,N_1
entry_3539,4.7,B_3,10277.1,D_9,0.4,F_2,G_3,H_2,I_1,J_1,0.0,0.0,4.0,N_23
entry_3540,3.8,B_3,11533.6,D_2,0.9,F_3,G_5,H_5,I_1,J_2,0.0,0.0,7.0,N_1
entry_3541,4.4,B_3,24261.9,D_6,1.0,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3542,2.0,B_3,16580.4,D_6,1.0,F_1,G_1,H_4,I_5,J_2,0.0,0.0,4.0,N_1
entry_3543,5.7,B_3,18267.7,D_1,1.3,F_2,G_2,H_2,I_3,J_1,450.8,0.0,4.0,N_6
entry_3544,3.3,,17782.4,D_2,0.9,F_5,,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_3545,3.6,B_3,11635.8,D_4,1.4,F_2,G_2,H_2,I_3,J_1,0.0,0.0,4.0,N_21
entry_3546,2.5,B_3,43186.1,D_2,0.9,F_2,G_8,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3547,2.4,B_3,22977.3,D_1,1.3,F_1,G_2,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_3548,4.3,B_3,23313.0,D_6,1.0,F_1,G_1,H_1,I_1,J_1,0.0,0.0,2.5,N_1
entry_3549,3.4,B_3,11915.3,D_3,0.7,F_2,G_8,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3550,2.7,B_3,16168.3,D_3,0.7,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.2,N_1
entry_3551,4.1,B_3,29950.5,D_2,0.9,F_5,G_7,H_1,I_2,J_1,0.0,0.0,4.0,N_1
entry_3552,3.5,,10371.0,D_1,1.3,F_3,,H_5,I_1,J_2,0.0,0.0,1.6,
entry_3553,3.7,B_3,26708.6,D_8,1.1,F_3,G_11,H_5,I_1,J_2,0.0,0.0,5.2,N_1
entry_3554,4.7,B_5,3767.2,D_1,1.3,F_2,G_4,H_3,I_1,J_2,0.0,0.0,4.5,N_1
entry_3555,4.2,B_6,16807.1,D_2,0.9,F_2,G_6,H_2,I_1,J_1,0.0,0.0,4.3,N_1
entry_3556,2.6,B_3,19226.2,D_1,1.3,F_1,G_6,H_4,I_1,J_1,0.0,0.0,4.5,N_1
entry_3557,4.0,B_3,32631.0,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,4.4,N_1
entry_3558,4.1,B_4,18561.6,D_2,0.9,F_1,G_1,H_1,I_1,J_2,0.0,198.0,4.0,N_1
entry_3559,3.9,B_3,3335.5,D_2,0.9,F_2,G_8,H_2,I_1,J_1,729.8,0.0,4.8,N_1
entry_3560,3.3,B_3,18483.3,D_2,0.9,F_1,G_5,H_1,I_1,J_2,0.0,0.0,3.5,N_1
entry_3561,3.4,B_3,15842.0,D_1,1.3,F_2,G_2,H_2,I_1,J_1,0.0,0.0,7.0,N_1
entry_3562,5.1,B_3,23915.5,D_8,1.1,F_3,G_5,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_3563,5.3,B_4,19972.0,D_10,1.6,F_2,G_4,H_2,I_1,J_1,1502.4,0.0,6.0,N_11
entry_3564,3.2,B_1,17593.1,D_2,0.9,F_2,G_12,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3565,5.4,B_5,11300.0,D_6,1.0,F_2,G_9,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3566,3.8,B_3,17957.9,D_6,1.0,F_2,G_4,H_2,I_1,J_1,0.0,0.0,5.0,
entry_3567,3.6,B_3,11890.9,D_7,1.2,F_1,G_1,H_5,I_2,J_2,0.0,0.0,4.0,N_3
entry_3568,3.8,B_3,9915.6,D_2,0.9,F_5,G_5,H_4,I_1,J_1,0.0,0.0,3.5,N_1
entry_3569,2.0,B_3,10531.2,D_6,1.0,F_1,G_6,H_4,I_1,J_2,0.0,0.0,1.8,N_1
entry_3570,2.3,B_3,23660.1,D_6,1.0,F_1,G_11,H_1,I_1,J_1,0.0,0.0,4.8,N_1
entry_3571,1.8,B_3,11563.0,D_3,0.7,F_1,G_1,H_4,I_2,J_1,0.0,0.0,2.0,N_1
entry_3572,4.0,,39734.6,D_7,1.2,F_3,,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_3573,1.9,,31826.4,D_6,1.0,F_1,,H_4,I_1,J_1,0.0,0.0,3.0,N_1
entry_3574,4.8,B_3,28042.2,D_6,1.0,F_5,G_5,H_1,I_1,J_2,0.0,0.0,2.5,N_31
entry_3575,5.2,B_3,15223.4,D_2,0.9,F_2,G_2,H_2,I_3,J_1,9999.9,0.0,4.0,N_29
entry_3576,2.3,B_3,22292.5,D_2,0.9,F_2,G_10,H_4,I_1,J_2,210.5,0.0,4.0,N_1
entry_3577,4.7,B_5,12112.4,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,3.5,N_1
entry_3578,2.2,B_3,11094.6,D_6,1.0,F_1,G_5,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_3579,3.9,B_5,13936.4,D_1,1.3,F_2,G_4,H_2,I_1,J_1,0.0,0.0,3.5,N_1
entry_3580,3.1,B_3,16456.9,D_6,1.0,F_3,G_5,H_5,I_1,J_2,0.0,0.0,4.8,N_1
entry_3581,4.1,B_3,10159.3,D_4,1.4,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3582,2.4,B_3,40386.5,D_6,1.0,F_2,G_7,H_2,I_1,J_1,0.0,0.0,5.6,N_1
entry_3583,5.4,B_3,17591.2,D_2,0.9,F_7,G_10,H_5,I_1,J_1,91.4,0.0,4.0,N_1
entry_3584,3.6,B_3,14641.2,D_6,1.0,F_3,G_1,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_3585,1.7,B_3,8982.1,D_3,0.7,F_1,G_5,H_4,I_1,J_1,0.0,0.0,1.0,N_1
entry_3586,2.5,,34471.9,D_2,0.9,F_2,,H_3,I_1,J_2,0.0,0.0,0.4,N_1
entry_3587,1.7,B_3,10272.6,D_16,0.8,F_1,G_5,H_4,I_1,J_1,0.0,0.0,1.6,N_1
entry_3588,2.0,B_3,14591.7,D_6,1.0,F_1,G_1,H_4,I_1,J_2,0.0,0.0,1.5,N_1
entry_3589,2.7,B_3,3685.1,D_8,1.1,F_2,G_6,H_2,I_1,J_1,0.0,0.0,3.5,N_1
entry_3590,4.0,B_1,18869.3,D_4,1.4,F_2,G_4,H_2,I_1,J_1,0.0,0.0,3.5,N_1
entry_3591,5.5,B_3,12480.8,D_8,1.1,F_2,G_4,H_2,I_1,J_1,0.0,197.7,5.0,N_11
entry_3592,5.2,B_3,2378.0,D_8,1.1,F_2,G_2,H_2,I_1,J_1,0.0,197.7,4.5,N_1
entry_3593,2.9,B_3,15086.1,D_6,1.0,F_1,G_1,H_1,I_1,J_2,0.0,0.0,4.0,N_29
entry_3594,4.6,B_3,29579.1,D_2,0.9,F_3,G_11,H_1,I_1,J_2,0.0,0.0,3.0,N_1
entry_3595,4.6,B_3,33235.5,D_6,1.0,F_2,G_1,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3596,6.9,,2819.7,D_2,0.9,F_2,,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_3597,4.3,B_5,29353.5,D_1,1.3,F_2,G_4,H_2,I_2,J_1,0.0,0.0,4.0,N_1
entry_3598,6.0,,12448.7,D_6,1.0,F_3,,H_1,I_1,J_2,0.0,0.0,4.0,N_1
entry_3599,2.4,B_5,24834.4,D_6,1.0,F_3,G_3,H_1,I_2,J_1,0.0,0.0,5.0,N_1
entry_3600,3.3,B_2,28103.0,D_2,0.9,F_2,G_9,H_2,I_1,J_1,0.0,0.0,9.4,N_1
entry_3601,1.9,B_3,18881.5,D_2,0.9,F_1,G_5,H_4,I_1,J_2,3409.5,0.0,2.0,N_1
entry_3602,2.4,B_1,14714.7,D_1,1.3,F_1,G_1,H_1,I_2,J_2,0.0,0.0,2.0,N_1
entry_3603,5.0,B_5,22064.0,D_4,1.4,F_3,G_4,H_1,I_4,J_2,0.0,0.0,5.0,N_1
entry_3604,2.4,B_3,26257.0,D_2,0.9,F_1,G_10,H_1,I_1,J_1,0.0,0.0,4.0,N_1
entry_3605,3.9,B_5,18712.7,D_6,1.0,F_2,G_2,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3606,2.0,B_3,25621.1,D_6,1.0,F_1,G_10,H_6,I_3,J_1,0.0,0.0,4.0,N_37
entry_3607,4.9,B_2,20424.1,D_1,1.3,F_1,G_6,H_1,I_1,J_1,0.0,0.0,4.5,N_1
entry_3608,7.8,,2797.9,D_2,0.9,F_2,,H_2,I_1,J_1,222.8,0.0,3.2,N_1
entry_3609,2.9,B_3,13108.8,D_2,0.9,F_1,G_3,H_4,I_1,J_1,0.0,0.0,2.5,N_1
entry_3610,2.1,B_3,36258.9,D_1,1.3,F_1,G_5,H_4,I_1,J_2,0.0,0.0,2.0,N_1
entry_3611,6.1,B_3,14965.3,D_2,0.9,F_2,G_2,H_2,I_1,J_1,0.0,0.0,5.0,N_1
entry_3612,2.4,B_3,27542.1,D_8,1.1,F_1,G_10,H_4,I_1,J_2,0.0,0.0,4.0,N_1
entry_3613,5.0,B_4,6934.5,D_7,1.2,F_2,G_2,H_2,I_1,J_1,0.0,0.0,6.0,N_1
entry_3614,4.3,B_3,17452.4,D_2,0.9,F_2,G_10,H_2,I_1,J_1,0.0,0.0,4.0,N_1
entry_3615,2.8,B_3,24376.2,D_3,0.7,F_5,G_7,H_5,I_1,J_2,0.0,0.0,4.0,N_1
entry_3616,5.7,,2412.7,D_1,1.3,F_2,,H_2,I_1,J_1,0.0,0.0,0.8,N_1
entry_3617,2.2,B_3,19553.2,D_1,1.3,F_1,G_4,H_1,I_1,J_2,861.4,0.0,4.0,N_1
